Time,Price,Trade Size,Type
16:47:23,1.56,200,Buy Up
16:47:23,1.55,3500,Sell Down
16:47:22,1.55,1200,Sell Down
16:47:22,1.55,100,Sell Down
16:47:22,1.55,3600,Sell Down
16:47:22,1.55,1400,Sell Down
16:47:22,1.55,2400,Sell Down
16:47:22,1.55,500,Sell Down
16:47:19,1.55,700,Sell Down
16:47:13,1.56,2100,Buy Up
16:47:11,1.55,2600,Sell Down
16:47:07,1.55,3700,Sell Down
16:47:05,1.56,700,Buy Up
16:47:03,1.55,5000,Sell Down
16:46:59,1.55,1300,Sell Down
16:46:52,1.55,4700,Sell Down
16:46:49,1.55,11500,Sell Down
16:46:49,1.55,100,Sell Down
16:46:49,1.55,3400,Sell Down
16:46:47,1.55,2600,Sell Down
16:46:47,1.55,100,Sell Down
16:46:47,1.55,2100,Sell Down
16:46:35,1.55,3900,Sell Down
16:46:35,1.55,100,Sell Down
16:46:29,1.56,800,Buy Up
16:46:28,1.55,100,Sell Down
16:46:28,1.55,5000,Sell Down
16:46:28,1.55,3000,Sell Down
16:46:28,1.55,2200,Sell Down
16:46:28,1.55,800,Sell Down
16:46:28,1.55,100,Sell Down
16:46:28,1.55,2800,Sell Down
16:46:18,1.55,3500,Sell Down
16:46:18,1.55,4100,Sell Down
16:46:14,1.55,1300,Sell Down
16:46:13,1.55,4200,Sell Down
16:46:01,1.55,4100,Sell Down
16:46:01,1.55,100,Sell Down
16:45:56,1.55,900,Sell Down
16:45:56,1.55,100,Sell Down
16:45:56,1.55,700,Sell Down
16:45:56,1.55,3500,Sell Down
16:45:52,1.56,800,Buy Up
16:45:45,1.55,1500,Sell Down
16:45:45,1.55,3000,Sell Down
16:45:40,1.55,3000,Sell Down
16:45:40,1.55,1200,Sell Down
16:45:29,1.55,800,Sell Down
16:45:29,1.55,500,Sell Down
16:45:25,1.55,4400,Sell Down
16:45:25,1.55,19100,Sell Down
16:45:21,1.55,4200,Sell Down
16:45:19,1.56,800,Buy Up
16:45:10,1.55,500,Sell Down
16:45:09,1.55,3200,Sell Down
16:45:07,1.55,2900,Sell Down
16:45:04,1.56,5400,Buy Up
16:45:03,1.55,3900,Sell Down
16:44:59,1.55,2800,Sell Down
16:44:54,1.55,2000,Sell Down
16:44:50,1.55,3200,Sell Down
16:44:47,1.56,800,Buy Up
16:44:44,1.55,4000,Sell Down
16:44:41,1.55,1300,Sell Down
16:44:33,1.55,1000,Sell Down
16:44:33,1.55,11200,Sell Down
16:44:33,1.55,3700,Sell Down
16:44:26,1.55,4100,Sell Down
16:44:24,1.55,2900,Sell Down
16:44:15,1.55,3700,Sell Down
16:44:10,1.56,900,Buy Up
16:44:07,1.55,4600,Sell Down
16:44:04,1.55,2600,Sell Down
16:43:59,1.55,4100,Sell Down
16:43:50,1.55,1300,Sell Down
16:43:49,1.55,5000,Sell Down
16:43:44,1.55,3800,Sell Down
16:43:44,1.55,200,Sell Down
16:43:43,1.56,3000,Buy Up
16:43:33,1.56,900,Buy Up
16:43:31,1.55,4500,Sell Down
16:43:31,1.55,300,Sell Down
16:43:31,1.55,2500,Sell Down
16:43:25,1.55,1500,Sell Down
16:43:25,1.55,2400,Sell Down
16:43:16,1.55,2600,Sell Down
16:43:16,1.55,100,Sell Down
16:43:16,1.55,1900,Sell Down
16:43:13,1.55,1200,Sell Down
16:43:09,1.55,2300,Sell Down
16:43:09,1.55,2200,Sell Down
16:43:04,1.55,700,Sell Down
16:43:00,1.55,3700,Sell Down
16:42:57,1.55,2500,Sell Down
16:42:51,1.55,900,Sell Down
16:42:51,1.55,2500,Sell Down
16:42:51,1.55,600,Sell Down
16:42:48,1.56,1000,Buy Up
16:42:43,1.55,2400,Sell Down
16:42:43,1.55,500,Sell Down
16:42:43,1.55,300,Sell Down
16:42:43,1.55,400,Sell Down
16:42:43,1.55,100,Sell Down
16:42:43,1.55,1000,Sell Down
16:42:43,1.55,300,Sell Down
16:42:41,1.55,200,Sell Down
16:42:41,1.55,1000,Sell Down
16:42:37,1.55,400,Sell Down
16:42:36,1.55,400,Sell Down
16:42:35,1.55,4200,Sell Down
16:42:29,1.55,200,Sell Down
16:42:29,1.55,100,Sell Down
16:42:29,1.55,4000,Sell Down
16:42:29,1.55,7500,Sell Down
16:42:28,1.55,4300,Sell Down
16:42:26,1.55,2000,Sell Down
16:42:24,1.55,3400,Sell Down
16:42:24,1.55,1500,Sell Down
16:42:17,1.55,4700,Sell Down
16:42:09,1.55,3800,Sell Down
16:42:00,1.55,4400,Sell Down
16:41:56,1.55,1300,Sell Down
16:41:53,1.55,4700,Sell Down
16:41:43,1.55,4300,Sell Down
16:41:40,1.55,2800,Sell Down
16:41:37,1.55,4700,Sell Down
16:41:28,1.55,3600,Sell Down
16:41:20,1.55,4600,Sell Down
16:41:10,1.55,3500,Sell Down
16:41:06,1.55,1300,Sell Down
16:41:04,1.55,3800,Sell Down
16:40:56,1.55,3100,Sell Down
16:40:51,1.55,3100,Sell Down
16:40:46,1.55,3000,Sell Down
16:40:41,1.55,2800,Sell Down
16:40:39,1.55,3300,Sell Down
16:40:29,1.55,3700,Sell Down
16:40:25,1.55,4500,Sell Down
16:40:20,1.55,3400,Sell Down
16:40:13,1.55,3800,Sell Down
16:40:11,1.55,700,Sell Down
16:40:04,1.55,2400,Sell Down
16:40:04,1.55,500,Sell Down
16:40:01,1.55,3100,Sell Down
16:39:56,1.55,4300,Sell Down
16:39:44,1.55,4200,Sell Down
16:39:44,1.55,700,Sell Down
16:39:42,1.55,100,Sell Down
16:39:41,1.55,400,Sell Down
16:39:39,1.55,4400,Sell Down
16:39:36,1.55,7300,Sell Down
16:39:36,1.55,2800,Sell Down
16:39:28,1.55,3800,Sell Down
16:39:21,1.55,4000,Sell Down
16:39:18,1.55,1200,Sell Down
16:39:18,1.56,100,Buy Up
16:39:12,1.55,3800,Sell Down
16:39:07,1.55,2700,Sell Down
16:39:04,1.56,100,Buy Up
16:38:55,1.55,3700,Sell Down
16:38:39,1.55,4000,Sell Down
16:38:30,1.55,900,Sell Down
16:38:30,1.55,1300,Sell Down
16:38:24,1.55,3600,Sell Down
16:38:07,1.55,3800,Sell Down
16:38:07,1.56,100,Buy Up
16:37:58,1.56,500,Buy Up
16:37:58,1.55,2600,Sell Down
16:37:49,1.55,3000,Sell Down
16:37:45,1.56,100,Buy Up
16:37:36,1.55,600,Sell Down
16:37:29,1.55,2900,Sell Down
16:37:25,1.55,16700,Sell Down
16:37:14,1.55,2900,Sell Down
16:36:58,1.55,2600,Sell Down
16:36:58,1.55,3700,Sell Down
16:36:57,1.55,2400,Sell Down
16:36:47,1.56,1100,Buy Up
16:36:41,1.55,3900,Sell Down
16:36:31,1.55,10000,Sell Down
16:36:23,1.55,3900,Sell Down
16:36:05,1.55,3700,Sell Down
16:35:54,1.55,2500,Sell Down
16:35:48,1.56,10000,Buy Up
16:35:48,1.55,3000,Sell Down
16:35:48,1.55,700,Sell Down
16:35:32,1.55,3900,Sell Down
16:35:14,1.55,3000,Sell Down
16:35:00,1.55,600,Sell Down
16:34:59,1.55,3200,Sell Down
16:34:48,1.55,600,Sell Down
16:34:48,1.55,1000,Sell Down
16:34:48,1.55,500,Sell Down
16:34:48,1.55,500,Sell Down
16:34:43,1.55,1500,Sell Down
16:34:43,1.55,1000,Sell Down
16:34:43,1.55,500,Sell Down
16:34:43,1.55,800,Sell Down
16:34:28,1.55,5200,Sell Down
16:34:28,1.55,17100,Sell Down
16:34:25,1.55,4000,Sell Down
16:34:06,1.55,3600,Sell Down
16:33:50,1.55,300,Sell Down
16:33:50,1.55,1000,Sell Down
16:33:50,1.55,2400,Sell Down
16:33:34,1.55,1100,Sell Down
16:33:34,1.55,2300,Sell Down
16:33:29,1.56,13100,Buy Up
16:33:17,1.55,4200,Sell Down
16:33:00,1.55,3500,Sell Down
16:33:00,1.55,200,Sell Down
16:32:52,1.56,10000,Buy Up
16:32:44,1.55,3200,Sell Down
16:32:37,1.56,500,Buy Up
16:32:28,1.55,3100,Sell Down
16:32:24,1.55,3500,Sell Down
16:32:24,1.55,5300,Sell Down
16:32:10,1.55,3000,Sell Down
16:31:53,1.55,700,Sell Down
16:31:53,1.55,2200,Sell Down
16:31:35,1.55,2800,Sell Down
16:31:35,1.55,300,Sell Down
16:31:18,1.55,200,Sell Down
16:31:18,1.55,2700,Sell Down
16:31:00,1.55,1300,Sell Down
16:31:00,1.55,2400,Sell Down
16:30:43,1.55,2600,Sell Down
16:30:43,1.55,1000,Sell Down
16:30:43,1.55,300,Sell Down
16:30:25,1.55,2200,Sell Down
16:30:25,1.55,1500,Sell Down
16:30:09,1.55,100,Sell Down
16:30:09,1.55,100,Sell Down
16:30:08,1.55,3500,Sell Down
16:30:07,1.56,18300,Buy Up
16:30:07,1.56,4900,Sell Down
16:30:07,1.56,200,Sell Down
16:30:07,1.56,18700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5500,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,46700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,200,Sell Down
16:30:07,1.56,7800,Sell Down
16:30:07,1.56,3100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,1000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,1700,Sell Down
16:30:07,1.56,1000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,20000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,9800,Sell Down
16:30:07,1.56,19900,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,25300,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,10200,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,4000,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,16500,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,4400,Sell Down
16:30:07,1.56,4100,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3400,Sell Down
16:30:07,1.56,1000,Sell Down
16:30:07,1.56,6500,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2900,Sell Down
16:30:07,1.56,1700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3400,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,6000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2900,Sell Down
16:30:07,1.56,2600,Sell Down
16:30:07,1.56,900,Sell Down
16:30:07,1.56,6000,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,1900,Sell Down
16:30:07,1.56,500,Sell Down
16:30:07,1.56,2700,Sell Down
16:30:07,1.56,200,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,30000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,1900,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,12000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,200,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,50000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,12000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2400,Sell Down
16:30:07,1.56,2700,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,2100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,1000,Sell Down
16:30:07,1.56,2100,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3200,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3200,Sell Down
16:30:07,1.56,2500,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,4800,Sell Down
16:30:07,1.56,2500,Sell Down
16:30:07,1.56,18000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,600,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5900,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,1000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,8800,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,600,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,7400,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,1700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,600,Sell Down
16:30:07,1.56,500,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,64500,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,6400,Sell Down
16:30:07,1.56,3100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3500,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,700,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3000,Sell Down
16:30:07,1.56,10700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,800,Sell Down
16:30:07,1.56,2500,Sell Down
16:30:07,1.56,900,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2900,Sell Down
16:30:07,1.56,2900,Sell Down
16:30:07,1.56,20000,Sell Down
16:30:07,1.56,3500,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,5000,Sell Down
16:30:07,1.56,11400,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,700,Sell Down
16:30:07,1.56,800,Sell Down
16:30:07,1.56,2000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,700,Sell Down
16:30:07,1.56,600,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3400,Sell Down
16:30:07,1.56,400,Sell Down
16:30:07,1.56,2800,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,12500,Sell Down
16:30:07,1.56,300,Sell Down
16:30:07,1.56,4000,Sell Down
16:30:07,1.56,400,Sell Down
16:30:07,1.56,300,Sell Down
16:30:07,1.56,400,Sell Down
16:30:07,1.56,800,Sell Down
16:30:07,1.56,200,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,3700,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,25200,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,300,Sell Down
16:30:07,1.56,300,Sell Down
16:30:07,1.56,10000,Sell Down
16:30:07,1.56,400,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,100,Sell Down
16:30:07,1.56,28000,Sell Down
16:30:07,1.56,4600,Sell Down
16:30:07,1.56,7600,Sell Down
16:29:50,1.56,3000,Sell Down
16:29:47,1.56,1200,Sell Down
16:29:47,1.56,1700,Sell Down
16:29:39,1.56,200,Sell Down
16:29:39,1.56,4200,Sell Down
16:29:39,1.56,400,Sell Down
16:29:39,1.56,100,Sell Down
16:29:39,1.56,2100,Sell Down
16:29:39,1.56,900,Sell Down
16:29:39,1.56,4400,Sell Down
16:29:39,1.56,100,Sell Down
16:29:39,1.56,100,Sell Down
16:29:39,1.56,2800,Sell Down
16:29:33,1.56,700,Sell Down
16:29:33,1.56,1700,Sell Down
16:29:33,1.56,5600,Sell Down
16:29:32,1.56,3200,Sell Down
16:29:29,1.57,100,Buy Up
16:29:29,1.57,2700,Buy Up
16:29:23,1.57,500,Buy Up
16:29:19,1.57,100,Buy Up
16:29:17,1.57,1300,Buy Up
16:29:13,1.56,1200,Sell Down
16:29:13,1.56,1600,Sell Down
16:29:02,1.57,2600,Buy Up
16:28:56,1.56,1400,Sell Down
16:28:56,1.56,100,Sell Down
16:28:56,1.56,1000,Sell Down
16:28:56,1.56,1400,Sell Down
16:28:38,1.56,3500,Sell Down
16:28:33,1.57,3100,Buy Up
16:28:29,1.57,100,Buy Up
16:28:26,1.57,2100,Buy Up
16:28:23,1.56,3600,Sell Down
16:28:20,1.57,1100,Buy Up
16:28:15,1.56,1500,Sell Down
16:28:15,1.56,100,Sell Down
16:28:15,1.56,1300,Sell Down
16:28:10,1.57,1700,Buy Up
16:28:04,1.56,3400,Sell Down
16:27:45,1.57,700,Buy Up
16:27:45,1.56,3300,Sell Down
16:27:43,1.57,100,Buy Up
16:27:26,1.56,1600,Sell Down
16:27:26,1.56,100,Sell Down
16:27:26,1.56,1000,Sell Down
16:27:26,1.56,200,Sell Down
16:27:24,1.56,5700,Sell Down
16:27:08,1.56,2800,Sell Down
16:27:08,1.56,9500,Sell Down
16:27:03,1.57,700,Buy Up
16:27:03,1.57,4000,Buy Up
16:27:03,1.57,35200,Buy Up
16:26:54,1.57,1200,Buy Up
16:26:53,1.57,500,Buy Up
16:26:53,1.56,3300,Sell Down
16:26:52,1.56,3500,Sell Down
16:26:50,1.57,100,Buy Up
16:26:45,1.57,4700,Buy Up
16:26:35,1.56,3500,Sell Down
16:26:34,1.57,3500,Buy Up
16:26:32,1.57,1800,Buy Up
16:26:24,1.56,2900,Sell Down
16:26:19,1.56,3300,Sell Down
16:26:17,1.56,9900,Sell Down
16:26:11,1.57,100,Buy Up
16:26:00,1.56,3900,Sell Down
16:25:57,1.57,100,Buy Up
16:25:43,1.56,3700,Sell Down
16:25:30,1.57,1300,Buy Up
16:25:27,1.56,3900,Sell Down
16:25:26,1.57,200,Buy Up
16:25:10,1.56,4300,Sell Down
16:24:54,1.57,1900,Buy Up
16:24:51,1.56,4300,Sell Down
16:24:48,1.57,3900,Buy Up
16:24:35,1.57,100,Buy Up
16:24:32,1.57,700,Buy Up
16:24:32,1.56,3900,Sell Down
16:24:30,1.56,4000,Sell Down
16:24:27,1.56,3400,Sell Down
16:24:22,1.57,200,Buy Up
16:24:20,1.57,800,Buy Up
16:24:20,1.56,10000,Sell Down
16:24:13,1.56,4200,Sell Down
16:24:09,1.57,1300,Buy Up
16:24:04,1.57,2400,Buy Up
16:23:58,1.56,4100,Sell Down
16:23:41,1.56,3800,Sell Down
16:23:26,1.56,4000,Sell Down
16:23:25,1.57,200,Buy Up
16:23:20,1.57,2100,Buy Up
16:23:16,1.57,2000,Buy Up
16:23:11,1.56,1000,Sell Down
16:23:11,1.56,2700,Sell Down
16:23:11,1.56,1000,Sell Down
16:22:53,1.57,600,Buy Up
16:22:51,1.57,9000,Buy Up
16:22:51,1.56,3800,Sell Down
16:22:49,1.57,1300,Buy Up
16:22:43,1.57,3000,Buy Up
16:22:34,1.56,3200,Sell Down
16:22:28,1.57,2400,Buy Up
16:22:27,1.57,100,Buy Up
16:22:21,1.56,1900,Sell Down
16:22:15,1.56,100,Sell Down
16:22:15,1.56,100,Sell Down
16:22:15,1.56,400,Sell Down
16:22:15,1.56,2700,Sell Down
16:22:03,1.56,2300,Sell Down
16:22:03,1.56,100,Sell Down
16:22:03,1.56,3000,Sell Down
16:22:03,1.56,4300,Sell Down
16:22:01,1.57,200,Buy Up
16:22:00,1.56,700,Sell Down
16:22:00,1.56,100,Sell Down
16:22:00,1.56,2500,Sell Down
16:21:43,1.56,3100,Sell Down
16:21:35,1.56,1000,Sell Down
16:21:34,1.57,2100,Buy Up
16:21:27,1.56,3700,Sell Down
16:21:23,1.57,1300,Buy Up
16:21:14,1.57,200,Buy Up
16:21:12,1.57,4600,Buy Up
16:21:10,1.56,3600,Sell Down
16:20:52,1.56,1100,Sell Down
16:20:52,1.56,100,Sell Down
16:20:52,1.56,1700,Sell Down
16:20:34,1.56,3200,Sell Down
16:20:30,1.57,200,Buy Up
16:20:19,1.56,3000,Sell Down
16:20:00,1.56,3900,Sell Down
16:19:52,1.57,1300,Buy Up
16:19:44,1.57,2200,Buy Up
16:19:32,1.57,10000,Buy Up
16:19:29,1.57,100,Buy Up
16:19:13,1.57,1300,Buy Up
16:19:05,1.57,2100,Buy Up
16:19:04,1.57,93600,Buy Up
16:19:03,1.57,200,Buy Up
16:18:35,1.57,100,Buy Up
16:18:13,1.57,1100,Buy Up
16:18:11,1.57,100,Buy Up
16:18:06,1.57,700,Buy Up
16:18:06,1.56,600,Sell Down
16:18:04,1.57,100,Buy Up
16:17:38,1.57,2300,Buy Up
16:17:23,1.56,10300,Sell Down
16:17:18,1.57,4900,Buy Up
16:17:14,1.57,1200,Buy Up
16:17:13,1.57,500,Buy Up
16:17:10,1.57,5000,Buy Up
16:17:07,1.57,100,Buy Up
16:16:54,1.57,4500,Buy Up
16:16:51,1.56,3300,Sell Down
16:16:40,1.57,200,Buy Up
16:16:31,1.57,100,Buy Up
16:16:26,1.57,26400,Buy Up
16:16:00,1.57,100,Buy Up
16:15:53,1.57,600,Buy Up
16:15:44,1.57,20000,Buy Up
16:15:32,1.57,3600,Buy Up
16:15:23,1.57,2400,Buy Up
16:15:22,1.56,1600,Sell Down
16:15:15,1.56,9100,Sell Down
16:15:12,1.57,100,Buy Up
16:15:12,1.57,1300,Buy Up
16:15:07,1.57,300,Buy Up
16:14:57,1.56,49000,Sell Down
16:14:52,1.57,2600,Buy Up
16:14:49,1.56,2200,Sell Down
16:14:40,1.56,10000,Sell Down
16:14:32,1.56,2100,Sell Down
16:14:32,1.56,100,Sell Down
16:14:32,1.56,100,Sell Down
16:14:15,1.57,100,Buy Up
16:14:12,1.57,2100,Buy Up
16:13:58,1.56,1900,Sell Down
16:13:47,1.57,300,Buy Up
16:13:39,1.56,2200,Sell Down
16:13:21,1.56,1400,Sell Down
16:13:19,1.57,100,Buy Up
16:13:02,1.56,600,Sell Down
16:12:53,1.57,200,Buy Up
16:12:51,1.57,1300,Buy Up
16:12:49,1.57,800,Buy Up
16:12:40,1.57,2500,Buy Up
16:12:37,1.56,5000,Sell Down
16:12:26,1.56,800,Sell Down
16:12:26,1.56,100,Sell Down
16:12:26,1.56,12500,Sell Down
16:12:23,1.57,100,Buy Up
16:12:20,1.57,100,Buy Up
16:12:04,1.57,200,Buy Up
16:12:04,1.57,4500,Buy Up
16:12:01,1.57,3300,Buy Up
16:11:58,1.56,100,Sell Down
16:11:58,1.56,9900,Sell Down
16:11:58,1.56,40100,Sell Down
16:11:58,1.56,1000,Sell Down
16:11:58,1.56,100,Sell Down
16:11:58,1.56,8700,Sell Down
16:11:58,1.56,500,Sell Down
16:11:58,1.56,100,Sell Down
16:11:58,1.56,100,Sell Down
16:11:58,1.56,100,Sell Down
16:11:58,1.56,200,Sell Down
16:11:58,1.56,100000,Sell Down
16:11:56,1.56,3100,Sell Down
16:11:54,1.57,100,Buy Up
16:11:51,1.57,300,Buy Up
16:11:50,1.57,100,Buy Up
16:11:40,1.56,3200,Sell Down
16:11:36,1.57,200,Buy Up
16:11:24,1.56,2200,Sell Down
16:11:24,1.56,3200,Sell Down
16:11:09,1.57,700,Buy Up
16:11:09,1.56,3500,Sell Down
16:10:53,1.57,200,Buy Up
16:10:53,1.56,3500,Sell Down
16:10:34,1.56,1900,Sell Down
16:10:21,1.57,1200,Buy Up
16:10:13,1.57,2700,Buy Up
16:10:07,1.57,100,Buy Up
16:09:24,1.56,9600,Sell Down
16:09:05,1.57,1700,Buy Up
16:08:44,1.57,100,Buy Up
16:08:18,1.57,1300,Buy Up
16:08:02,1.57,1000,Buy Up
16:08:02,1.57,500,Buy Up
16:08:02,1.57,12800,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,36900,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,600,Buy Up
16:08:02,1.57,32400,Buy Up
16:08:02,1.57,4300,Buy Up
16:08:02,1.57,600,Buy Up
16:08:02,1.57,4900,Buy Up
16:08:02,1.57,1100,Buy Up
16:08:02,1.57,3600,Buy Up
16:08:02,1.57,2900,Buy Up
16:08:02,1.57,2400,Buy Up
16:08:02,1.57,2300,Buy Up
16:08:02,1.57,2000,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,100,Buy Up
16:08:02,1.57,3400,Buy Up
16:08:02,1.57,3300,Buy Up
16:07:55,1.56,3100,Sell Down
